Date,Client Name,Region,Product,Revenue,Raw Material Cost,Labor Cost,Overhead Cost,Operating Expenses,Depreciation,Amortization,Interest,Taxes,EBITDA,EBITDA Margin,Profit Margin
2024-08-07,Barnes-Spencer,East,Soy,12175,3771.5,2249.9,1807.9,7829.31,712.55,295.68,548.84,697.16,4345.69,35.69,17.18
2024-08-07,Winters-Bryant,North,Wheat,5196,1703.06,904.81,662.35,3270.21,260.22,139.76,207.81,329.5,1925.79,37.06,19.02
2024-08-07,Barnes-Spencer,West,Wheat,15616,5876.37,3198.5,1875.29,10950.16,1230.89,326.62,713.0,598.83,4665.84,29.88,11.5
2024-08-07,Rice-Smith,East,Wheat,5290,1688.36,1268.57,720.99,3677.91,390.22,191.56,165.04,216.32,1612.09,30.47,12.27
2024-08-07,Campbell PLC,South,Soy,13562,5364.98,3189.49,1482.89,10037.36,911.7,310.98,578.96,430.75,3524.64,25.99,9.53
2024-08-07,Trujillo LLC,South,Soy,40980,14568.3,9815.68,4921.25,29305.23,2084.98,1075.61,2206.78,1576.85,11674.77,28.49,11.54
2024-08-07,Mccarthy-Cooper,South,Soy,27971,9879.77,6412.04,2925.89,19217.69,1494.02,1012.52,1520.62,1181.53,8753.31,31.29,12.67
2024-08-07,Rice LLC,East,Corn,43873,17025.1,10690.15,5803.87,33519.12,2862.59,943.26,1886.31,1165.43,10353.88,23.6,7.97
2024-08-07,Wallace-Wright,South,Wheat,25349,8251.2,4851.97,3485.29,16588.45,1428.96,870.82,836.71,1406.01,8760.55,34.56,16.64
2024-08-08,Winters-Bryant,West,Corn,5334,2001.16,966.69,659.42,3627.28,314.29,164.54,247.55,245.08,1706.72,32.0,13.78
2024-08-08,Graham-Simon,North,Potato,24896,9903.74,4373.24,3344.91,17621.89,1884.73,702.12,916.15,942.78,7274.11,29.22,11.36
2024-08-08,"Pearson, Miller and Knight",East,Wheat,20228,6823.59,4336.88,2362.6,13523.07,1566.32,771.36,813.65,888.4,6704.93,33.15,13.18
2024-08-08,Dixon PLC,West,Soy,39100,12792.34,7249.23,4474.38,24515.95,2254.89,1331.26,1655.22,2335.67,14584.05,37.3,17.92
2024-08-08,Davis LLC,South,Corn,43798,13201.4,6790.94,6108.23,26100.57,2924.94,1300.96,1380.4,3022.78,17697.43,40.41,20.7
2024-08-08,"Stone, Adkins and Reyes",East,Corn,42508,16597.92,9293.1,5749.65,31640.66,3151.23,1557.29,2290.88,966.98,10867.34,25.57,6.82
2024-08-08,Smith-Stokes,South,Corn,41092,15581.21,10005.82,4785.06,30372.09,3221.96,1435.28,1799.24,1065.86,10719.91,26.09,7.78
2024-08-08,Wilson-Irwin,South,Wheat,41025,14629.75,8498.14,5648.33,28776.23,2551.68,1632.31,1739.01,1581.44,12248.77,29.86,11.56
2024-08-08,Velazquez-Gonzales,South,Corn,24640,7971.43,4489.8,2994.37,15455.6,1484.61,947.81,1453.24,1324.68,9184.4,37.27,16.13
2024-08-08,"Gibbs, Nelson and Fuller",West,Wheat,33830,12954.82,7496.37,3437.63,23888.82,2208.87,1331.01,1025.9,1343.85,9941.18,29.39,11.92
2024-08-08,Smith-Stokes,East,Soy,44992,17764.36,8250.06,6460.25,32474.67,2785.64,1792.38,2345.72,1398.4,12517.33,27.82,9.32
2024-08-08,Murphy Inc,West,Potato,5416,2051.42,1214.38,596.98,3862.77,322.82,113.11,278.77,209.63,1553.23,28.68,11.61
2024-08-08,Miller-Mitchell,North,Potato,28451,10138.48,5814.69,3493.49,19446.66,2103.3,654.92,1090.62,1288.87,9004.34,31.65,13.59
2024-08-08,"Glenn, Chandler and Ward",North,Soy,6313,2158.28,1469.91,731.21,4359.4,424.44,222.36,256.88,262.48,1953.6,30.95,12.47
2024-08-08,Crawford Inc,South,Soy,35628,12071.09,8689.58,4199.57,24960.24,2687.27,1200.67,1994.03,1196.45,10667.76,29.94,10.07
2024-08-08,Hunt-Coleman,North,Potato,29867,10651.04,6782.71,3584.65,21018.39,2012.53,1030.58,1540.45,1066.26,8848.61,29.63,10.71
2024-08-08,"Bell, Moore and Hill",South,Potato,40716,13562.96,7322.82,5388.45,26274.22,2753.7,1171.81,1450.22,2266.51,14441.78,35.47,16.7
2024-08-08,Smith Group,South,Soy,30306,10389.42,6853.37,3597.59,20840.38,2231.59,1179.15,1653.17,1100.42,9465.62,31.23,10.89
2024-08-08,Dixon PLC,North,Potato,22118,7900.91,4503.0,3188.67,15592.58,1746.13,757.94,1059.15,740.55,6525.42,29.5,10.04
2024-08-08,"Weaver, Jones and Bush",North,Corn,25156,9582.39,4647.58,3191.71,17421.69,1720.5,933.77,983.87,1024.04,7734.31,30.75,12.21
2024-08-08,"Holmes, Huynh and Wilson",South,Wheat,18332,6348.09,3147.23,2631.92,12127.25,1001.71,621.05,913.82,917.04,6204.75,33.85,15.01
2024-08-08,Murphy Inc,East,Potato,18757,6214.69,3995.1,2308.36,12518.14,1007.49,726.44,866.96,909.49,6238.86,33.26,14.55
2024-08-08,"Coleman, Davis and Cook",South,Potato,30770,11970.32,7018.25,3709.07,22697.64,1665.08,686.58,1534.26,1046.61,8072.36,26.23,10.2
2024-08-08,Miller-Mitchell,West,Wheat,5766,2071.07,939.15,790.66,3800.87,385.76,145.27,309.08,281.25,1965.13,34.08,14.63
2024-08-08,Crawford Inc,South,Corn,6102,2158.09,1342.48,877.49,4378.06,409.46,231.67,274.09,202.18,1723.94,28.25,9.94
2024-08-08,"Stone, Adkins and Reyes",North,Wheat,44864,16310.31,8935.22,5450.3,30695.83,2474.23,1543.24,1760.65,2097.51,14168.17,31.58,14.03
2024-08-08,Wallace-Wright,West,Wheat,20180,7858.36,4305.99,2207.58,14371.94,1522.1,507.24,730.88,761.96,5808.06,28.78,11.33
2024-08-08,"Hernandez, Powers and Espinoza",North,Corn,24354,7377.64,5438.29,3363.31,16179.23,1917.55,699.84,1064.93,1123.11,8174.77,33.57,13.83
2024-08-08,Lopez Inc,West,Wheat,7443,2548.29,1738.31,752.6,5039.19,518.4,264.01,393.17,307.06,2403.81,32.3,12.38
2024-08-08,Kidd and Sons,North,Potato,30147,10208.99,6312.08,4456.56,20977.63,2204.43,634.53,1293.75,1259.17,9169.37,30.42,12.53
2024-08-08,"Hernandez, Powers and Espinoza",East,Potato,10252,3965.15,1918.45,1203.86,7087.45,587.11,374.27,577.97,406.3,3164.55,30.87,11.89
2024-08-09,Barnes-Spencer,East,Wheat,6968,2411.5,1595.89,766.77,4774.16,363.8,242.8,337.54,312.42,2193.84,31.48,13.45
2024-08-09,"Coleman, Davis and Cook",East,Wheat,45416,17993.78,10877.64,5018.19,33889.61,2467.45,1399.53,2403.59,1313.96,11526.39,25.38,8.68
2024-08-09,"Johnson, Robinson and Rodriguez",North,Wheat,24707,9607.62,4804.5,2589.45,17001.57,1381.72,683.53,1285.63,1088.64,7705.43,31.19,13.22
2024-08-09,Dixon PLC,North,Soy,37354,11961.62,8841.89,5527.87,26331.38,2300.09,937.21,1930.79,1463.63,11022.62,29.51,11.75
2024-08-09,Richards-Velez,East,Potato,44326,14830.28,10017.56,5071.06,29918.9,2619.03,1651.06,2507.7,1907.33,14407.1,32.5,12.91
2024-08-09,Myers-Harmon,South,Soy,25579,7906.47,5856.18,3115.64,16878.29,2010.42,659.69,987.76,1260.71,8700.71,34.02,14.79
2024-08-09,"Glenn, Chandler and Ward",South,Soy,14176,5083.74,3431.27,1907.62,10422.63,878.96,311.37,786.08,444.24,3753.37,26.48,9.4
2024-08-09,Young-Taylor,North,Potato,5316,1947.79,1320.43,735.89,4004.1,372.84,162.2,240.35,134.13,1311.9,24.68,7.57
2024-08-09,Winters-Bryant,South,Soy,14577,4490.13,3207.76,2009.16,9707.05,1088.7,549.95,481.42,687.47,4869.95,33.41,14.15
2024-08-09,Rice-Smith,West,Soy,49859,18434.26,10836.84,6920.71,36191.81,3121.9,1792.16,2385.73,1591.85,13667.19,27.41,9.58
2024-08-09,"Weaver, Jones and Bush",South,Potato,39911,14524.71,7743.05,4570.86,26838.62,3073.38,845.23,1402.57,1937.8,13072.38,32.75,14.57
2024-08-09,Cantu-Cox,West,Wheat,8705,3464.12,1464.99,888.33,5817.44,572.02,296.19,356.27,415.77,2887.56,33.17,14.33
2024-08-09,"Glenn, Chandler and Ward",East,Wheat,33919,11176.02,6266.05,4693.77,22135.84,1839.14,999.61,1897.28,1761.78,11783.16,34.74,15.58
2024-08-09,Winters-Bryant,South,Potato,44428,15679.28,9509.42,4899.9,30088.6,3192.76,1769.98,1656.39,1930.07,14339.4,32.28,13.03
2024-08-09,Graham-Simon,West,Potato,10999,3913.42,2015.91,1598.38,7527.72,711.08,420.46,531.88,451.96,3471.28,31.56,12.33
2024-08-09,Miller-Mitchell,South,Wheat,40206,14897.88,9932.56,4444.74,29275.18,2950.15,1590.43,1811.14,1144.78,10930.82,27.19,8.54
2024-08-09,"Stevens, Terry and Hahn",North,Wheat,39079,12827.64,6691.63,3963.93,23483.21,2094.11,1540.58,2280.29,2420.2,15595.79,39.91,18.58
2024-08-09,Gibson LLC,East,Soy,45557,14608.68,7950.59,4646.4,27205.67,3082.93,1722.14,2069.63,2869.16,18351.33,40.28,18.89
2024-08-09,"Weaver, Small and Tran",North,Wheat,9196,3552.75,2058.58,1110.65,6721.98,683.82,194.84,344.87,312.62,2474.02,26.9,10.2
2024-08-09,"Gibbs, Nelson and Fuller",West,Wheat,41012,13042.1,8764.66,4641.66,26448.42,2493.57,1206.67,1750.87,2278.12,14563.58,35.51,16.66
2024-08-09,"Holmes, Huynh and Wilson",East,Potato,11384,4460.63,1812.74,1465.25,7738.62,752.31,448.61,555.68,472.19,3645.38,32.02,12.44
2024-08-09,Mccoy and Sons,West,Corn,46286,15964.41,10258.86,5045.83,31269.1,3079.75,1206.58,1745.23,2246.34,15016.9,32.44,14.56
2024-08-09,Rice LLC,North,Wheat,28690,10509.68,5140.61,3613.74,19264.03,1593.11,688.62,1335.38,1452.21,9425.97,32.85,15.19
2024-08-09,Kidd and Sons,West,Potato,32681,10315.82,5389.97,3738.6,19444.39,1802.49,922.37,1088.26,2355.87,13236.61,40.5,21.63
2024-08-10,Brown Inc,South,Potato,37378,11240.02,9053.77,5352.17,25645.97,1983.44,1423.77,1539.35,1696.37,11732.03,31.39,13.62
2024-08-10,Graham-Simon,South,Soy,37382,14832.55,8052.3,4809.35,27694.19,2840.03,763.39,2158.13,981.56,9687.81,25.92,7.88
2024-08-10,Welch PLC,South,Potato,48121,19128.63,10075.62,7032.54,36236.79,3204.57,1617.54,1508.24,1388.47,11884.21,24.7,8.66
2024-08-10,"Johnson, Robinson and Rodriguez",North,Soy,37863,14921.7,8037.41,4942.43,27901.54,2767.71,1433.45,1412.36,1086.99,9961.46,26.31,8.61
2024-08-10,Gibson LLC,East,Corn,12224,4631.7,2880.21,1343.08,8854.98,973.24,298.09,728.42,342.32,3369.02,27.56,8.4
2024-08-10,"Stone, Adkins and Reyes",West,Potato,5696,2029.45,1410.07,744.53,4184.06,413.49,198.24,185.43,178.69,1511.94,26.54,9.41
2024-08-10,Mccoy and Sons,South,Potato,25156,9636.7,6238.22,3634.64,19509.56,1642.28,764.59,1264.91,493.66,5646.44,22.45,5.89
2024-08-10,Murphy Inc,South,Wheat,8007,2495.47,1531.05,833.49,4860.02,415.94,267.9,352.16,527.75,3146.98,39.3,19.77
2024-08-10,Mccoy and Sons,East,Soy,38687,13852.69,7063.54,5121.59,26037.81,2516.69,1405.29,1369.43,1839.44,12649.19,32.7,14.26
2024-08-10,Rice LLC,South,Wheat,15702,5301.2,2643.45,2347.78,10292.43,1099.69,429.23,841.83,759.71,5409.57,34.45,14.51
2024-08-10,"Gibbs, Nelson and Fuller",East,Soy,14174,5393.89,2914.14,1508.47,9816.5,921.96,508.86,716.92,552.44,4357.5,30.74,11.69
2024-08-10,"Hernandez, Powers and Espinoza",North,Soy,13923,4966.78,2567.22,1713.77,9247.76,863.61,283.75,724.83,700.76,4675.24,33.58,15.1
2024-08-10,Huynh and Sons,North,Corn,14499,5688.17,2943.04,1768.88,10400.08,1126.85,474.03,478.91,504.78,4098.92,28.27,10.44
2024-08-10,Weber Ltd,North,Wheat,31476,11889.45,5491.61,3606.55,20987.62,1666.54,1144.04,1021.18,1664.16,10488.38,33.32,15.86
2024-08-10,Myers-Harmon,West,Potato,43893,15894.51,7463.66,5916.86,29275.04,3423.79,951.35,1787.98,2113.71,14617.96,33.3,14.45
2024-08-10,Huerta Inc,West,Corn,28984,10331.29,5898.43,3073.31,19303.02,2040.43,1009.86,1582.3,1262.09,9680.98,33.4,13.06
2024-08-10,Velazquez-Gonzales,North,Wheat,33525,10880.98,7974.59,4544.68,23400.25,1805.09,1031.29,1560.22,1432.04,10124.75,30.2,12.81
2024-08-10,Rice-Smith,South,Corn,49121,18780.8,11348.66,6999.06,37128.53,3757.62,1943.21,2276.49,1003.79,11992.47,24.41,6.13
2024-08-10,"Morgan, Carlson and Wright",South,Potato,16577,6031.43,3511.5,2113.58,11656.51,1007.56,608.46,759.91,636.14,4920.49,29.68,11.51
2024-08-10,"Hernandez, Powers and Espinoza",East,Wheat,11460,4186.7,2358.29,1382.1,7927.09,597.56,403.7,358.31,543.34,3532.91,30.83,14.22
2024-08-10,Murphy Inc,East,Wheat,43867,13288.7,8060.79,6413.79,27763.28,2568.61,1551.52,2562.08,2355.38,16103.72,36.71,16.11
2024-08-10,Velazquez-Gonzales,North,Wheat,26419,9412.31,4438.03,3620.02,17470.37,1678.17,588.8,1145.45,1384.05,8948.63,33.87,15.72
2024-08-10,Davidson-Scott,West,Potato,22709,7384.99,3512.76,2310.9,13208.65,1720.35,517.19,1232.98,1507.46,9500.35,41.84,19.91
2024-08-10,Barnes-Spencer,South,Wheat,21894,7766.14,3590.39,2504.7,13861.23,1399.52,656.47,1108.13,1217.16,8032.77,36.69,16.68
2024-08-10,Velazquez-Gonzales,West,Corn,17998,6019.18,4003.36,2588.66,12611.2,1161.85,712.5,639.53,718.23,5386.8,29.93,11.97
2024-08-10,"Coleman, Davis and Cook",South,Corn,28625,10099.27,6562.02,3234.81,19896.1,2038.63,1038.03,862.56,1197.42,8728.9,30.49,12.55
2024-08-10,Mccoy and Sons,South,Wheat,41897,16634.39,8942.93,6204.53,31781.84,2653.66,923.99,2327.53,1052.49,10115.16,24.14,7.54
2024-08-10,Davidson-Scott,North,Corn,24383,8416.73,4506.65,3441.91,16365.3,1559.81,548.26,1337.59,1143.01,8017.7,32.88,14.06
2024-08-10,"Weaver, Small and Tran",North,Wheat,38515,14402.42,7446.42,4203.07,26051.91,2922.21,1315.44,1707.51,1629.48,12463.09,32.36,12.69
2024-08-10,Wheeler Group,West,Wheat,47194,16974.29,8446.99,6914.01,32335.29,2782.74,1765.17,1430.51,2220.07,14858.71,31.48,14.11
2024-08-10,Trujillo LLC,North,Soy,49276,15381.96,8306.17,6929.25,30617.37,3106.58,1348.41,1908.87,3073.69,18658.63,37.87,18.71
2024-08-10,Miller-Mitchell,North,Wheat,36844,13890.13,6250.95,5014.9,25155.98,2378.39,1228.27,2173.61,1476.94,11688.02,31.72,12.03
2024-08-10,Murphy Inc,East,Soy,40686,14456.59,7429.63,5543.18,27429.4,2211.61,938.48,1318.64,2196.97,13256.6,32.58,16.2
2024-08-10,Davidson-Scott,South,Soy,24925,7676.73,4677.23,3442.96,15796.92,1353.67,532.74,1203.39,1509.57,9128.08,36.62,18.17
2024-08-11,Campbell PLC,South,Potato,11400,3448.76,1721.03,1203.57,6373.35,599.78,291.44,568.57,891.71,5026.65,44.09,23.47
2024-08-11,Hunt-Coleman,West,Wheat,42969,13285.99,10035.45,5420.97,28742.41,2260.37,1558.79,2502.92,1976.13,14226.59,33.11,13.8
2024-08-11,Smith Group,North,Soy,35394,13651.99,6722.82,4919.56,25294.37,2372.58,882.9,1111.78,1433.09,10099.63,28.53,12.15
2024-08-11,"Coleman, Davis and Cook",East,Soy,23760,8420.71,3746.38,2745.16,14912.25,1848.05,837.69,1161.65,1250.09,8847.75,37.24,15.78
2024-08-11,"Glenn, Chandler and Ward",South,Corn,26139,7915.31,4433.41,3183.26,15531.98,1826.81,695.47,1178.41,1726.58,10607.02,40.58,19.82
2024-08-11,"Gibbs, Nelson and Fuller",South,Potato,43638,14918.99,9250.97,5924.24,30094.2,2678.43,1019.11,2355.88,1872.59,13543.8,31.04,12.87
2024-08-11,"Stevens, Terry and Hahn",North,Corn,29670,11718.73,4638.59,3995.97,20353.3,1815.88,1175.2,1292.27,1258.34,9316.7,31.4,12.72
2024-08-11,Miller-Mitchell,South,Soy,43450,15644.59,7776.78,5139.04,28560.41,2179.56,1109.42,2572.2,2257.1,14889.59,34.27,15.58
2024-08-11,Rice LLC,South,Corn,33939,12266.76,5132.91,4716.98,22116.65,2490.0,1235.76,1214.11,1720.62,11822.35,34.83,15.21
2024-08-11,"Holmes, Huynh and Wilson",North,Wheat,24471,9775.87,3762.56,3444.61,16983.04,1747.45,859.32,1417.22,865.99,7487.96,30.6,10.62
2024-08-11,"Pearson, Miller and Knight",West,Corn,39630,13257.5,7455.39,5356.61,26069.5,2073.69,1180.52,1619.51,2171.69,13560.5,34.22,16.44
2024-08-11,"Coleman, Davis and Cook",West,Potato,41891,13441.51,9842.48,5495.74,28779.72,2703.56,1339.47,1782.93,1821.33,13111.28,31.3,13.04
2024-08-11,Weber Ltd,South,Corn,46490,15363.07,8429.73,6171.36,29964.16,2765.45,1490.83,2671.32,2399.56,16525.84,35.55,15.48
2024-08-11,"Pearson, Miller and Knight",East,Corn,35382,13765.79,7636.33,4037.07,25439.19,2676.17,1035.96,1719.95,1127.68,9942.81,28.1,9.56
2024-08-11,Brown Inc,North,Potato,15175,4636.25,2400.96,1609.6,8646.81,974.68,326.79,613.75,1153.24,6528.19,43.02,22.8
2024-08-11,Richards-Velez,East,Wheat,7535,2754.56,1452.95,901.65,5109.17,400.84,227.73,414.35,345.73,2425.83,32.19,13.76
2024-08-11,"Stevens, Terry and Hahn",West,Wheat,9425,2875.63,1863.62,1337.89,6077.13,649.11,359.28,495.75,460.93,3347.87,35.52,14.67
2024-08-11,Winters-Bryant,West,Wheat,41841,13802.98,9982.23,4686.89,28472.1,2114.42,1329.02,2119.11,1951.59,13368.9,31.95,13.99
2024-08-11,"Johnson, Robinson and Rodriguez",West,Potato,41709,13602.73,8310.78,5021.84,26935.35,2990.94,1190.95,2485.91,2026.46,14773.65,35.42,14.58
2024-08-11,Bartlett PLC,North,Potato,26145,10407.57,5544.64,3476.4,19428.6,2032.57,959.44,935.09,697.32,6716.4,25.69,8.0
2024-08-11,Crawford Inc,East,Potato,48891,18542.26,10832.99,6182.23,35557.48,3198.59,1399.85,1782.05,1738.26,13333.52,27.27,10.67
2024-08-11,"Glenn, Chandler and Ward",North,Soy,22945,7023.98,5705.74,2345.73,15075.46,1201.81,623.18,751.2,1323.34,7869.54,34.3,17.3
2024-08-11,Huynh and Sons,North,Wheat,25831,8604.76,4347.51,3451.86,16404.13,1842.62,667.3,1011.74,1476.3,9426.87,36.49,17.15
2024-08-11,Allen-Dyer,East,Potato,21652,7812.02,4784.92,2510.59,15107.54,1215.15,482.56,1029.22,954.38,6544.46,30.23,13.22
2024-08-11,Brown Inc,West,Wheat,33465,11822.95,6627.92,4218.13,22669.01,2179.59,1333.21,1700.68,1395.63,10795.99,32.26,12.51
2024-08-11,Bartlett PLC,North,Potato,21950,7588.21,4466.14,2200.89,14255.25,1188.08,549.55,715.26,1310.46,7694.75,35.06,17.91
2024-08-11,Richards-Velez,West,Potato,9834,3863.68,1706.28,1320.03,6889.99,641.52,367.36,503.3,357.96,2944.01,29.94,10.92
2024-08-11,Graham-Simon,North,Wheat,41154,15714.79,8665.87,5822.45,30203.11,2236.08,1393.08,2309.4,1253.08,10950.89,26.61,9.13
2024-08-12,Crawford Inc,West,Corn,21033,7537.98,4431.07,3037.6,15006.64,1386.81,700.04,925.71,753.45,6026.36,28.65,10.75
2024-08-12,Hunt-Coleman,South,Soy,48456,17106.47,9234.92,4954.12,31295.51,2762.23,1731.52,2572.7,2523.51,17160.49,35.41,15.62
2024-08-12,Barnes-Spencer,West,Soy,18774,7369.8,3247.22,1957.54,12574.56,945.31,661.53,756.44,959.04,6199.44,33.02,15.33
2024-08-12,Bartlett PLC,East,Corn,28201,10434.57,4331.48,3081.76,17847.81,1541.82,1097.58,1025.17,1672.16,10353.19,36.71,17.79
2024-08-12,Wilson-Irwin,South,Potato,25454,7892.46,5671.72,3403.2,16967.38,1771.27,594.61,877.28,1310.86,8486.62,33.34,15.45
2024-08-12,Huerta Inc,South,Potato,9278,3599.08,1400.03,1235.58,6234.68,739.01,189.85,424.84,422.4,3043.32,32.8,13.66
2024-08-12,Smith PLC,North,Corn,8132,2676.13,1342.53,986.99,5005.65,579.87,297.82,469.63,444.76,3126.35,38.45,16.41
2024-08-12,"Morgan, Carlson and Wright",East,Potato,48388,17885.37,9920.22,5722.3,33527.89,2849.08,1585.33,2664.19,1940.38,14860.11,30.71,12.03
2024-08-12,"Stone, Adkins and Reyes",East,Potato,14405,5061.09,2900.23,1863.14,9824.45,1007.68,500.28,655.89,604.17,4580.55,31.8,12.58
2024-08-12,Graham-Simon,East,Wheat,38402,13746.46,7357.71,4503.58,25607.76,2494.22,1282.18,2081.21,1734.16,12794.24,33.32,13.55
2024-08-12,Crawford Inc,North,Wheat,48917,16883.93,9537.89,5290.91,31712.73,2457.12,1533.94,2932.07,2570.29,17204.27,35.17,15.76
2024-08-12,Davidson-Scott,East,Wheat,35257,11467.2,6366.22,3914.75,21748.16,2103.85,1068.15,1913.72,2105.78,13508.84,38.32,17.92
2024-08-12,Bartlett PLC,West,Potato,16884,6411.6,3619.59,1992.12,12023.31,1043.53,365.0,709.27,685.72,4860.69,28.79,12.18
2024-08-12,Kidd and Sons,North,Soy,43714,14057.85,7639.1,5068.1,26765.04,2980.43,1539.58,1858.77,2642.54,16948.96,38.77,18.14
2024-08-12,Young-Taylor,East,Soy,7770,2802.2,1703.07,1064.13,5569.4,400.75,162.54,335.76,325.39,2200.6,28.32,12.56
2024-08-12,Velazquez-Gonzales,East,Soy,23723,8533.46,4539.43,2607.49,15680.38,1263.6,718.45,990.56,1267.5,8042.62,33.9,16.03
2024-08-12,Crawford Inc,West,Corn,32804,12589.69,7265.55,3916.91,23772.15,1674.21,752.44,1065.48,1384.93,9031.85,27.53,12.67
2024-08-12,Wallace-Wright,West,Soy,48910,19423.51,9621.79,5744.88,34790.19,2567.58,1756.67,2381.99,1853.39,14119.81,28.87,11.37
2024-08-12,Lopez Inc,East,Potato,36782,12118.03,6272.15,3740.32,22130.51,2462.22,981.09,1577.38,2407.7,14651.49,39.83,19.64
2024-08-12,Crawford Inc,West,Potato,45094,15947.52,8821.34,4891.77,29660.63,2805.94,1801.27,2197.78,2157.09,15433.37,34.22,14.35
2024-08-12,Huynh and Sons,West,Potato,37603,13898.66,7858.37,5134.86,26891.89,1894.14,1421.46,1152.7,1560.71,10711.11,28.48,12.45
2024-08-12,Wallace-Wright,North,Corn,15628,5200.74,3592.52,1747.17,10540.42,1144.05,319.24,691.5,733.2,5087.58,32.55,14.07
2024-08-12,"Bell, Moore and Hill",South,Potato,41586,16349.75,7013.34,4984.59,28347.68,2090.38,1214.19,1902.06,2007.92,13238.32,31.83,14.49
2024-08-12,Bartlett PLC,East,Soy,37222,14092.35,8151.37,5189.37,27433.1,2821.54,1024.09,1968.74,993.63,9788.9,26.3,8.01
2024-08-12,"Hernandez, Powers and Espinoza",North,Corn,48925,16924.67,7425.39,5487.89,29837.94,3226.86,1662.92,2409.45,2946.96,19087.06,39.01,18.07
2024-08-12,Smith PLC,South,Corn,8548,3411.53,2083.73,1162.62,6657.88,680.92,292.38,379.64,134.3,1890.12,22.11,4.71
2024-08-12,Richards-Velez,West,Soy,48167,14927.68,11071.22,6567.73,32566.62,3401.06,1860.96,2571.66,1941.68,15600.38,32.39,12.09
2024-08-12,Myers-Harmon,North,Corn,34940,10767.19,8074.1,3500.43,22341.73,1977.86,974.05,1173.71,2118.16,12598.27,36.06,18.19
2024-08-12,Trujillo LLC,East,Potato,21994,6637.58,3487.55,2774.49,12899.62,1222.29,660.4,751.02,1615.17,9094.38,41.35,22.03
2024-08-12,"Weaver, Jones and Bush",East,Potato,39889,13092.96,8640.33,4607.56,26340.84,2584.94,1567.23,1231.28,2041.18,13548.16,33.96,15.35
2024-08-12,Smith PLC,South,Soy,48727,19428.78,9873.41,6369.89,35672.08,2686.95,1487.25,2126.78,1688.49,13054.92,26.79,10.4
2024-08-12,Davis LLC,South,Soy,14945,5254.76,3557.4,1686.18,10498.33,1100.04,469.52,516.29,590.21,4446.67,29.75,11.85
2024-08-12,Rice-Smith,West,Potato,11060,4240.98,2394.22,1636.92,8272.12,602.04,299.57,516.41,342.47,2787.88,25.21,9.29
2024-08-13,Myers-Harmon,West,Wheat,25108,8011.51,5352.74,3498.43,16862.68,1637.33,867.47,1398.14,1085.59,8245.32,32.84,12.97
2024-08-13,Murphy Inc,South,Soy,32404,9745.76,6181.51,3918.53,19845.8,1934.0,846.91,1692.32,2021.24,12558.2,38.76,18.71
2024-08-13,Wallace-Wright,South,Potato,30278,10041.08,4976.1,3243.96,18261.14,1925.85,664.97,1785.24,1910.2,12016.86,39.69,18.93
2024-08-13,Crawford Inc,East,Potato,13752,4322.56,2553.11,1402.33,8278.0,971.19,515.45,485.48,875.47,5474.0,39.81,19.1
2024-08-13,"Johnson, Robinson and Rodriguez",North,Soy,11451,3839.87,2103.59,1281.91,7225.37,693.55,274.19,378.58,719.83,4225.63,36.9,18.86
2024-08-13,Brown Inc,East,Corn,8544,2941.99,1289.28,1119.55,5350.82,439.19,194.12,461.98,524.47,3193.18,37.37,18.42
2024-08-13,"Stevens, Terry and Hahn",West,Soy,44018,17200.96,10562.85,6536.96,34300.77,2802.25,1581.18,1892.05,860.44,9717.23,22.08,5.86
2024-08-13,Miller-Mitchell,South,Soy,39493,14421.85,6028.28,4099.09,24549.23,3085.74,1073.45,1377.49,2351.77,14943.77,37.84,17.86
2024-08-13,Lopez Inc,North,Soy,20969,6725.29,4961.0,2993.74,14680.03,1551.21,811.28,659.45,816.76,6288.97,29.99,11.69
2024-08-13,"Morgan, Carlson and Wright",West,Wheat,28365,11331.78,5258.09,3708.88,20298.75,1488.3,583.28,1268.77,1181.47,8066.25,28.44,12.5
2024-08-13,"Glenn, Chandler and Ward",South,Soy,27717,11062.83,4863.17,3601.23,19527.24,1587.11,1035.56,1134.25,1108.21,8189.76,29.55,11.99
2024-08-13,Davis LLC,East,Soy,40884,14076.19,9999.82,4737.3,28813.31,2325.67,1423.72,1353.0,1742.08,12070.69,29.52,12.78
2024-08-13,"Weaver, Small and Tran",South,Potato,24246,9194.66,4448.13,2804.26,16447.06,1766.21,910.1,1186.49,984.03,7798.94,32.17,12.18
2024-08-13,Davis LLC,West,Wheat,45925,16802.12,8010.22,6763.9,31576.24,2679.39,1719.47,1876.28,2018.4,14348.76,31.24,13.19
2024-08-13,Kidd and Sons,West,Potato,35779,12087.93,8429.72,4173.88,24691.53,2168.58,882.22,1706.47,1582.55,11087.47,30.99,13.27
2024-08-13,Campbell PLC,East,Potato,10276,3803.87,1778.12,1033.09,6615.08,574.66,274.34,514.3,574.41,3660.92,35.63,16.77
2024-08-13,Richards-Velez,West,Wheat,34347,12030.2,6178.72,4022.92,22231.85,1967.84,1275.94,1058.9,1953.12,12115.15,35.27,17.06
2024-08-13,Brown Inc,East,Wheat,23474,9249.73,4490.65,2429.44,16169.82,1797.17,640.69,1021.51,961.2,7304.18,31.12,12.28
2024-08-13,"Pearson, Miller and Knight",South,Soy,33243,12395.71,8138.79,4005.01,24539.51,2383.18,1035.07,1570.71,928.63,8703.49,26.18,8.38
